cbg_d,cbg_o,number
551332033063,551332034061,52
551332033063,551332034065,52
551332033063,550250120013,52
551332033063,551332021023,52
551332033063,551332005002,52
551332033063,551314501042,52
551332033063,550279615003,52
551332033063,551332037024,51
551332033063,551332034032,51
551332033063,551332043012,51
551332033063,551332045021,50
551332033063,551332031012,50
551332033063,551332040032,50
550551005003,550551005002,106
550551005003,550551004001,81
550551005003,550551005001,67
550551005003,550551006011,59
550730016003,550730011021,156
550730016003,550730012011,86
550730016003,550730016004,54
550730016003,550730011022,52
550790098001,550790090003,50
551050030014,551050030013,106
551050030014,551050030021,93
551050030014,551050030024,91
551050030014,551050012023,69
551050030014,551050030022,61
551050030014,551050030011,56
551110007001,551110006002,210
551110007001,550250109011,89
551110007001,551110004011,88
551110007001,550250112002,86
551110007001,551110006003,84
551110007001,551110003004,81
551110007001,551110008002,78
551110007001,551110005002,72
551110007001,551110006001,66
551110007001,551110010012,65
551110007001,551110001003,63
551110007001,551110011003,63
551110007001,550250113011,60
551110007001,550250128004,60
551110007001,550250129001,58
551110007001,550219708004,57
551110007001,551110005003,55
551110007001,550250131004,54
551110007001,550499501001,54
551110007001,550250129002,53
551332001033,551314702041,165
551332001033,551332004001,129
551332001033,551314702021,88
551332001033,551332002012,87
551332001033,551332002021,77
551332001033,551314501042,74
551332001033,551332005003,69
551332001033,551314701002,68
551332001033,551332004003,68
551332001033,551332005001,61
551332001033,551332001031,61
551332001033,551332005002,56
551332001033,551314501032,52
551332001033,551332001032,51
551332001033,551314601013,51
551332001033,551314601011,50
550250014023,550250109011,158
550250014023,550250125022,126
550250014023,550250014033,126
550250014023,550250014032,122
550250014023,550250137001,117
550250014023,550250120013,97
550250014023,550250108005,94
550250014023,550250014031,87
550250014023,550250107023,86
550250014023,550250006002,84
550250014023,550250114023,81
550250014023,550250128004,78
550250014023,550250015023,78
550250014023,550250108001,78
550250014023,550250125011,74
550250014023,550250109031,72
550250014023,550250125023,71
550250014023,550250107013,65
550250014023,550459601002,65
550250014023,550250115031,64
550250014023,550250109044,64
550250014023,550250124001,64
550250014023,550250124002,63
550250014023,550250128003,61
550250014023,550250014011,60
550250014023,550250109042,60
550250014023,550250005035,59
550250014023,550250004061,59
550250014023,550250115032,58
550250014023,550250107021,57
550250014023,550250005043,55
550250014023,550250126003,53
550250014023,550250107011,52
550250014023,550250112002,51
550250014023,550250108002,51
550250014023,550250109041,51
550250014023,550250113011,50
550250014023,550250105024,50
550250014023,550250114012,50
550679607002,550679604001,66
550679607002,550679607003,55
550679607002,550679606004,54
550730007002,550730011021,181
550730007002,550730012011,117
550730007002,550730007001,92
550730007002,550730008001,70
550730007002,550730011022,70
550730007002,550730003001,68
550730007002,550730011044,57
550730007002,550730013004,56
550730007002,550730014001,56
550730007002,550730011032,55
550730007002,550730006022,54
550730007002,550730007003,54
550730007002,550730008002,50
551270004003,550551016001,126
551270004003,551270005011,107
551270004003,551270005021,71
551270004003,551270004002,61
551332005003,551332004001,140
551332005003,551332005001,104
551332005003,551332005002,98
551332005003,551314702041,85
551332005003,551332004003,71
551332005003,551332034031,71
551332005003,551332007002,62
551332005003,551332003004,57
551332005003,551332002012,56
551332005003,551332008031,52
551332005003,551332004004,51
551332005003,551332034064,50
551332033064,551332034052,192
551332033064,551332033052,134
551332033064,551332033041,121
551332033064,550551017022,117
551332033064,551332033042,112
551332033064,551332037032,103
551332033064,551332043011,100
551332033064,551332034051,95
551332033064,551332042002,92
551332033064,551332042005,88
551332033064,551332037031,87
551332033064,551332031026,85
551332033064,551332035003,82
551332033064,551332041004,79
551332033064,551332045022,75
551332033064,551332021012,75
551332033064,551332037043,73
551332033064,551332034063,72
551332033064,551332036024,71
551332033064,551332038031,69
551332033064,551332032001,66
551332033064,551332033033,65
551332033064,551332045025,65
551332033064,551332036023,64
551332033064,551332034031,64
551332033064,551332033063,63
551332033064,551332038042,62
551332033064,550250112002,61
551332033064,551332045021,61
551332033064,551332036021,60
551332033064,551332032003,60
551332033064,551332035004,60
551332033064,551314601013,60
551332033064,551332031015,58
551332033064,551332038032,58
551332033064,550279615003,58
551332033064,551332043021,57
551332033064,551332040033,57
551332033064,551332036011,57
551332033064,551332037041,57
551332033064,551332035005,55
551332033064,551332033031,55
551332033064,550551017021,55
551332033064,551332033053,53
551332033064,551332043012,53
551332033064,551332036022,52
551332033064,551332034064,51
551332033064,551332015042,51
551332033064,550791603001,51
551332033064,551332032002,50
551332033064,551332038041,50
551332033064,551332040042,50
551332033064,551332041003,50
550870111021,550870125051,154
550870111021,550870111022,122
550870111021,550870126014,111
550870111021,550870126012,85
550870111021,550870125031,74
550870111021,550870133002,73
550870111021,550870115023,67
550870111021,550870126011,63
550870111021,550870125061,63
550870111021,550870111023,61
550870111021,550870128005,56
550870111021,550870111014,56
550870111021,550870126023,53
550870111021,550870129012,53
550870111021,550150207001,52
550870111021,550870125032,52
550870111021,550870129022,50
550870111021,550870125042,50
550090210001,550099400013,299
550090210001,550090207021,242
550090210001,550090018022,144
550090210001,550090207032,129
550090210001,550831013002,122
550090210001,550090205041,122
550090210001,550090102012,112
550090210001,550090101001,111
550090210001,550099400012,106
550090210001,550090020031,101
550090210001,550090020021,95
550090210001,550090201002,91
550090210001,550090018021,91
550090210001,550619604003,87
550090210001,550099400021,85
550090210001,550090202033,84
550090210001,550090103005,79
550090210001,550090207033,76
550090210001,550090205034,76
550090210001,550090202042,75
550090210001,550090207041,73
550090210001,550090214001,71
550090210001,550090202031,68
550090210001,550099400014,67
550090210001,550090205031,66
550090210001,550090212003,66
550090210001,550090205042,64
550090210001,550099400015,63
550090210001,550090101004,63
550090210001,550090207031,61
550090210001,550090213022,60
550090210001,550090207043,59
550090210001,550090206001,57
550090210001,550090202043,57
550090210001,550090213023,57
550090210001,550090210002,57
550090210001,550090207044,57
550090210001,550090102023,54
550090210001,550090201001,52
550090210001,550870133001,52
550090210001,550090102022,50
550090210001,550090213013,50
550279619003,550551003001,108
550279619003,550551001004,85
550279619003,550279617002,79
550279619003,550279616003,71
550279619003,550551017021,68
550279619003,550279619002,66
550279619003,550551017022,64
550279619003,550279619001,63
550279619003,550551004001,53
550499506003,550439610001,88
550499506003,550439609003,80
550499506003,550499506004,80
550499506003,550499506001,60
550499506003,550499504002,60
550499506003,550499506002,59
550759611003,550759611002,63
550759611003,550759612003,57
550759611003,550759611001,57
550790137001,550790136001,72
550790137001,550790135001,58
551211005001,551211005002,50
551332024004,551332021012,168
551332024004,551332023013,94
551332024004,551332021023,93
551332024004,551332038031,89
551332024004,551332021031,80
551332024004,551332013004,66
551332024004,551332038045,66
551332024004,551332016003,62
551332024004,551332024003,61
551332024004,551332024001,60
551332024004,551332023012,59
551332024004,551332038024,59
551332024004,551332020011,55
551332024004,551332038023,54
551332024004,551332017013,53
551332024004,551332017042,51
551332024004,551332021024,50
551332024004,551332021032,50
551332024004,551332039011,50
551390030001,551390036002,81
551390030001,550150203081,64
551390030001,551390030002,61
551390030001,550150207001,60
551390030001,551390024005,51
551390030001,551390023002,50
550250006002,550250137001,90
550250006002,550250108005,72
550250006002,550250006001,68
550250006002,550250006003,65
550250006002,550250108001,64
550250006002,550250005035,58
550250006002,550250014031,55
550250006002,550250107021,50
550250018041,550250114023,148
550250018041,550250115031,117
550250018041,550250112002,112
550250018041,550250120013,99
550250018041,550250016031,91
550250018041,550250115032,87
550250018041,550250018022,86
550250018041,550250113011,79
550250018041,550250114012,73
550250018041,550250011011,71
550250018041,550250026031,67
550250018041,550250016064,65
550250018041,550250109011,65
550250018041,550250026032,64
550250018041,550250018042,63
550250018041,550250011022,63
550250018041,550250017052,62
550250018041,550250112003,58
550250018041,550250024021,57
550250018041,550250115061,56
550250018041,550250133022,56
550250018041,550250114011,56
550250018041,550250132004,54
550250018041,550250012004,54
550250018041,550250015023,53
550250018041,550250016043,52
550250018041,550250133012,52
550250018041,550250102001,50
550250018041,550250014033,50
550250018041,550250018021,50
550250018041,550250023011,50
550250031004,550250120013,189
550250031004,550250114012,118
550250031004,550250114023,99
550250031004,550250031003,98
550250031004,550250115031,79
550250031004,550250120012,78
550250031004,550250120011,74
550250031004,550250114011,73
550250031004,550250026031,72
550250031004,550250114013,68
550250031004,550250026032,67
550250031004,550250103001,61
550250031004,550250105024,56
550250031004,550250112002,56
550250031004,550250105012,54
550250031004,550250105022,53
550250031004,550250115032,52
550250031004,550250015023,50
550250031004,550250031001,50
550619605004,550619604003,65
550619605004,550619605002,64
550619605004,550619605005,58
550619605004,550619605003,54
550619605004,550619604006,52
550619605004,550090206001,50
551390008002,551390007003,93
551390008002,551390009001,82
551390008002,551390005003,65
551390008002,551390007002,62
551390008002,551390003002,61
551390008002,551390008001,56
551390008002,551390016001,52
551390008002,551390009002,50
551390008002,551390022012,50
550170112005,550170112002,93
550170112005,550170104001,74
550170112005,550170112004,73
550170112005,550170112003,61
550170112005,550170112006,59
550170112005,550170107003,55
550170112005,550170111004,50
550250002053,550250109011,283
550250002053,550250112002,176
550250002053,550250113011,135
550250002053,550250109042,114
